dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: vanilla_vq
use_multiscale: True
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-vanilla_vq_transplant_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.2.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32_1
loss_pre: loss_1.0_1.0_0.0_0.5
training_pre: vanilla_vq_refinement_True
saver_name_pre: vanilla_vq_refinement_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant3/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1113, rec_loss 0.0325, lpips_loss 0.2073, g_loss -0.0632, disc_weight 0.5000, disc_adaptive_weight 2.0471, d_loss 2.5515, logits_real 0.0722, logits_fake 0.0633,
Train Epoch: [2/5] Iters:[5740/20018] gen_loss 0.2928, rec_loss 0.0360, lpips_loss 0.2042, g_loss 0.0169, disc_weight 0.5000, disc_adaptive_weight 3.1102, d_loss 0.5003, logits_real -0.0165, logits_fake -0.0168,
Train Epoch: [2/5] Iters:[5750/20018] gen_loss 0.2925, rec_loss 0.0358, lpips_loss 0.2032, g_loss 0.0172, disc_weight 0.5000, disc_adaptive_weight 3.0996, d_loss 0.5004, logits_real -0.0171, logits_fake -0.0171,
Train Epoch: [2/5] Iters:[5760/20018] gen_loss 0.2932, rec_loss 0.0363, lpips_loss 0.2031, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.1087, d_loss 0.5004, logits_real -0.0174, logits_fake -0.0174,
Train Epoch: [2/5] Iters:[5770/20018] gen_loss 0.2928, rec_loss 0.0363, lpips_loss 0.2031, g_loss 0.0172, disc_weight 0.5000, disc_adaptive_weight 3.1008, d_loss 0.5005, logits_real -0.0177, logits_fake -0.0172,
Train Epoch: [2/5] Iters:[5780/20018] gen_loss 0.2907, rec_loss 0.0361, lpips_loss 0.2028, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 3.1233, d_loss 0.5004, logits_real -0.0171, logits_fake -0.0169,
Train Epoch: [2/5] Iters:[5790/20018] gen_loss 0.2889, rec_loss 0.0360, lpips_loss 0.2032, g_loss 0.0163, disc_weight 0.5000, disc_adaptive_weight 3.0649, d_loss 0.5004, logits_real -0.0167, logits_fake -0.0165,
Train Epoch: [2/5] Iters:[5800/20018] gen_loss 0.2884, rec_loss 0.0359, lpips_loss 0.2036, g_loss 0.0158, disc_weight 0.5000, disc_adaptive_weight 3.1065, d_loss 0.5004, logits_real -0.0161, logits_fake -0.0161,
Train Epoch: [2/5] Iters:[5810/20018] gen_loss 0.2896, rec_loss 0.0364, lpips_loss 0.2053, g_loss 0.0155, disc_weight 0.5000, disc_adaptive_weight 3.0981, d_loss 0.5004, logits_real -0.0157, logits_fake -0.0157,
Train Epoch: [2/5] Iters:[5820/20018] gen_loss 0.2896, rec_loss 0.0363, lpips_loss 0.2052, g_loss 0.0154, disc_weight 0.5000, disc_adaptive_weight 3.1294, d_loss 0.5004, logits_real -0.0155, logits_fake -0.0155,
Train Epoch: [2/5] Iters:[5830/20018] gen_loss 0.2879, rec_loss 0.0360, lpips_loss 0.2055, g_loss 0.0155, disc_weight 0.5000, disc_adaptive_weight 2.9966, d_loss 0.5003, logits_real -0.0156, logits_fake -0.0156,
Train Epoch: [2/5] Iters:[5840/20018] gen_loss 0.2881, rec_loss 0.0362, lpips_loss 0.2052, g_loss 0.0157, disc_weight 0.5000, disc_adaptive_weight 2.9787, d_loss 0.5003, logits_real -0.0158, logits_fake -0.0158,
Train Epoch: [2/5] Iters:[5850/20018] gen_loss 0.2903, rec_loss 0.0362, lpips_loss 0.2059, g_loss 0.0161, disc_weight 0.5000, disc_adaptive_weight 2.9856, d_loss 0.5003, logits_real -0.0161, logits_fake -0.0162,
Train Epoch: [2/5] Iters:[5860/20018] gen_loss 0.2907, rec_loss 0.0360, lpips_loss 0.2051, g_loss 0.0165, disc_weight 0.5000, disc_adaptive_weight 3.0113, d_loss 0.5003, logits_real -0.0165, logits_fake -0.0165,
Train Epoch: [2/5] Iters:[5870/20018] gen_loss 0.2905, rec_loss 0.0358, lpips_loss 0.2037, g_loss 0.0170, disc_weight 0.5000, disc_adaptive_weight 2.9986, d_loss 0.5003, logits_real -0.0168, logits_fake -0.0170,
Train Epoch: [2/5] Iters:[5880/20018] gen_loss 0.2942, rec_loss 0.0364, lpips_loss 0.2041, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 3.0844, d_loss 0.5003, logits_real -0.0171, logits_fake -0.0175,
Train Epoch: [2/5] Iters:[5890/20018] gen_loss 0.2948, rec_loss 0.0368, lpips_loss 0.2045, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 3.0356, d_loss 0.5003, logits_real -0.0173, logits_fake -0.0175,
Train Epoch: [2/5] Iters:[5900/20018] gen_loss 0.2953, rec_loss 0.0370, lpips_loss 0.2048, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9856, d_loss 0.5003, logits_real -0.0174, logits_fake -0.0177,
Train Epoch: [2/5] Iters:[5910/20018] gen_loss 0.2932, rec_loss 0.0368, lpips_loss 0.2039, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 2.9247, d_loss 0.5002, logits_real -0.0174, logits_fake -0.0178,
Train Epoch: [2/5] Iters:[5920/20018] gen_loss 0.2949, rec_loss 0.0370, lpips_loss 0.2055, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9545, d_loss 0.5002, logits_real -0.0173, logits_fake -0.0177,
Train Epoch: [2/5] Iters:[5930/20018] gen_loss 0.2931, rec_loss 0.0367, lpips_loss 0.2047, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9210, d_loss 0.5002, logits_real -0.0172, logits_fake -0.0176,
Train Epoch: [2/5] Iters:[5940/20018] gen_loss 0.2937, rec_loss 0.0366, lpips_loss 0.2045, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 2.9767, d_loss 0.5002, logits_real -0.0172, logits_fake -0.0176,
Train Epoch: [2/5] Iters:[5950/20018] gen_loss 0.2933, rec_loss 0.0363, lpips_loss 0.2040, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 3.0157, d_loss 0.5002, logits_real -0.0172, logits_fake -0.0178,
Train Epoch: [2/5] Iters:[5960/20018] gen_loss 0.2978, rec_loss 0.0368, lpips_loss 0.2053, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.1161, d_loss 0.5002, logits_real -0.0175, logits_fake -0.0180,
Train Epoch: [2/5] Iters:[5970/20018] gen_loss 0.2997, rec_loss 0.0368, lpips_loss 0.2054, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1251, d_loss 0.5003, logits_real -0.0180, logits_fake -0.0183,
Train Epoch: [2/5] Iters:[5980/20018] gen_loss 0.3005, rec_loss 0.0366, lpips_loss 0.2056, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 3.1352, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0186,
Train Epoch: [2/5] Iters:[5990/20018] gen_loss 0.3017, rec_loss 0.0364, lpips_loss 0.2051, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 3.2115, d_loss 0.5003, logits_real -0.0187, logits_fake -0.0189,
Train Epoch: [2/5] Iters:[6000/20018] gen_loss 0.3019, rec_loss 0.0368, lpips_loss 0.2046, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.2348, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0186,
Train Epoch: [2/5] Iters:[6010/20018] gen_loss 0.2985, rec_loss 0.0363, lpips_loss 0.2039, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1610, d_loss 0.5003, logits_real -0.0183, logits_fake -0.0184,
Train Epoch: [2/5] Iters:[6020/20018] gen_loss 0.2954, rec_loss 0.0362, lpips_loss 0.2027, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0991, d_loss 0.5003, logits_real -0.0180, logits_fake -0.0182,
Train Epoch: [2/5] Iters:[6030/20018] gen_loss 0.2956, rec_loss 0.0366, lpips_loss 0.2025, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 3.1141, d_loss 0.5003, logits_real -0.0177, logits_fake -0.0180,
Train Epoch: [2/5] Iters:[6040/20018] gen_loss 0.2944, rec_loss 0.0365, lpips_loss 0.2027, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.0609, d_loss 0.5003, logits_real -0.0177, logits_fake -0.0179,
Train Epoch: [2/5] Iters:[6050/20018] gen_loss 0.2933, rec_loss 0.0362, lpips_loss 0.2034, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9887, d_loss 0.5003, logits_real -0.0181, logits_fake -0.0181,
Train Epoch: [2/5] Iters:[6060/20018] gen_loss 0.2941, rec_loss 0.0365, lpips_loss 0.2034, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0205, d_loss 0.5003, logits_real -0.0180, logits_fake -0.0180,
Train Epoch: [2/5] Iters:[6070/20018] gen_loss 0.2954, rec_loss 0.0364, lpips_loss 0.2037, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0901, d_loss 0.5004, logits_real -0.0180, logits_fake -0.0179,
Train Epoch: [2/5] Iters:[6080/20018] gen_loss 0.2952, rec_loss 0.0363, lpips_loss 0.2040, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0646, d_loss 0.5004, logits_real -0.0181, logits_fake -0.0180,
Train Epoch: [2/5] Iters:[6090/20018] gen_loss 0.2958, rec_loss 0.0363, lpips_loss 0.2043, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.0227, d_loss 0.5004, logits_real -0.0186, logits_fake -0.0184,
Train Epoch: [2/5] Iters:[6100/20018] gen_loss 0.2968, rec_loss 0.0363, lpips_loss 0.2040, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 3.0469, d_loss 0.5004, logits_real -0.0187, logits_fake -0.0184,
Train Epoch: [2/5] Iters:[6110/20018] gen_loss 0.2991, rec_loss 0.0367, lpips_loss 0.2046, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 3.0809, d_loss 0.5004, logits_real -0.0188, logits_fake -0.0186,
Train Epoch: [2/5] Iters:[6120/20018] gen_loss 0.3021, rec_loss 0.0372, lpips_loss 0.2059, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 3.1129, d_loss 0.5004, logits_real -0.0191, logits_fake -0.0189,
Train Epoch: [2/5] Iters:[6130/20018] gen_loss 0.3051, rec_loss 0.0374, lpips_loss 0.2062, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 3.2136, d_loss 0.5004, logits_real -0.0192, logits_fake -0.0190,
Train Epoch: [2/5] Iters:[6140/20018] gen_loss 0.3032, rec_loss 0.0373, lpips_loss 0.2048, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 3.2112, d_loss 0.5004, logits_real -0.0189, logits_fake -0.0187,
Train Epoch: [2/5] Iters:[6150/20018] gen_loss 0.3044, rec_loss 0.0374, lpips_loss 0.2052, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 3.2419, d_loss 0.5004, logits_real -0.0188, logits_fake -0.0187,
Train Epoch: [2/5] Iters:[6160/20018] gen_loss 0.3027, rec_loss 0.0369, lpips_loss 0.2042, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.1883, d_loss 0.5003, logits_real -0.0191, logits_fake -0.0191,
Train Epoch: [2/5] Iters:[6170/20018] gen_loss 0.3021, rec_loss 0.0365, lpips_loss 0.2032, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.1801, d_loss 0.5004, logits_real -0.0194, logits_fake -0.0194,
Train Epoch: [2/5] Iters:[6180/20018] gen_loss 0.3021, rec_loss 0.0364, lpips_loss 0.2033, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.1676, d_loss 0.5004, logits_real -0.0195, logits_fake -0.0194,
Train Epoch: [2/5] Iters:[6190/20018] gen_loss 0.3060, rec_loss 0.0367, lpips_loss 0.2043, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 3.3417, d_loss 0.5004, logits_real -0.0193, logits_fake -0.0193,
Train Epoch: [2/5] Iters:[6200/20018] gen_loss 0.3035, rec_loss 0.0363, lpips_loss 0.2028, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 3.3834, d_loss 0.5004, logits_real -0.0191, logits_fake -0.0190,
Train Epoch: [2/5] Iters:[6210/20018] gen_loss 0.3014, rec_loss 0.0363, lpips_loss 0.2031, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.3799, d_loss 0.5004, logits_real -0.0184, logits_fake -0.0183,
Train Epoch: [2/5] Iters:[6220/20018] gen_loss 0.2986, rec_loss 0.0366, lpips_loss 0.2026, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 3.3507, d_loss 0.5004, logits_real -0.0177, logits_fake -0.0176,
Train Epoch: [2/5] Iters:[6230/20018] gen_loss 0.2979, rec_loss 0.0367, lpips_loss 0.2024, g_loss 0.0171, disc_weight 0.5000, disc_adaptive_weight 3.4127, d_loss 0.5003, logits_real -0.0170, logits_fake -0.0171,
Train Epoch: [2/5] Iters:[6240/20018] gen_loss 0.2956, rec_loss 0.0371, lpips_loss 0.2027, g_loss 0.0168, disc_weight 0.5000, disc_adaptive_weight 3.3093, d_loss 0.5003, logits_real -0.0168, logits_fake -0.0169,
Train Epoch: [2/5] Iters:[6250/20018] gen_loss 0.2970, rec_loss 0.0374, lpips_loss 0.2039, g_loss 0.0170, disc_weight 0.5000, disc_adaptive_weight 3.2633, d_loss 0.5003, logits_real -0.0168, logits_fake -0.0170,
Train Epoch: [2/5] Iters:[6260/20018] gen_loss 0.2991, rec_loss 0.0374, lpips_loss 0.2042, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 3.2982, d_loss 0.5003, logits_real -0.0172, logits_fake -0.0174,
Train Epoch: [2/5] Iters:[6270/20018] gen_loss 0.3002, rec_loss 0.0371, lpips_loss 0.2039, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.3295, d_loss 0.5003, logits_real -0.0178, logits_fake -0.0179,
Train Epoch: [2/5] Iters:[6280/20018] gen_loss 0.2982, rec_loss 0.0366, lpips_loss 0.2031, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.2005, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0185,
Train Epoch: [2/5] Iters:[6290/20018] gen_loss 0.2989, rec_loss 0.0362, lpips_loss 0.2037, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 3.1672, d_loss 0.5003, logits_real -0.0187, logits_fake -0.0190,
Train Epoch: [2/5] Iters:[6300/20018] gen_loss 0.2983, rec_loss 0.0364, lpips_loss 0.2033, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.1218, d_loss 0.5003, logits_real -0.0188, logits_fake -0.0190,
Train Epoch: [2/5] Iters:[6310/20018] gen_loss 0.2990, rec_loss 0.0365, lpips_loss 0.2037, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 3.1061, d_loss 0.5003, logits_real -0.0189, logits_fake -0.0191,
Train Epoch: [2/5] Iters:[6320/20018] gen_loss 0.2993, rec_loss 0.0368, lpips_loss 0.2041, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.1476, d_loss 0.5003, logits_real -0.0184, logits_fake -0.0186,
Train Epoch: [2/5] Iters:[6330/20018] gen_loss 0.3002, rec_loss 0.0378, lpips_loss 0.2051, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.1561, d_loss 0.5004, logits_real -0.0180, logits_fake -0.0180,
Train Epoch: [2/5] Iters:[6340/20018] gen_loss 0.2983, rec_loss 0.0372, lpips_loss 0.2032, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.1565, d_loss 0.5004, logits_real -0.0181, logits_fake -0.0179,
Train Epoch: [2/5] Iters:[6350/20018] gen_loss 0.2973, rec_loss 0.0363, lpips_loss 0.2029, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.1816, d_loss 0.5004, logits_real -0.0182, logits_fake -0.0179,
Train Epoch: [2/5] Iters:[6360/20018] gen_loss 0.2971, rec_loss 0.0363, lpips_loss 0.2034, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 3.1822, d_loss 0.5004, logits_real -0.0179, logits_fake -0.0178,
Train Epoch: [2/5] Iters:[6370/20018] gen_loss 0.2977, rec_loss 0.0361, lpips_loss 0.2036, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1615, d_loss 0.5004, logits_real -0.0181, logits_fake -0.0179,
Train Epoch: [2/5] Iters:[6380/20018] gen_loss 0.2959, rec_loss 0.0354, lpips_loss 0.2025, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.1720, d_loss 0.5004, logits_real -0.0179, logits_fake -0.0178,
Train Epoch: [2/5] Iters:[6390/20018] gen_loss 0.2953, rec_loss 0.0354, lpips_loss 0.2030, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.1590, d_loss 0.5004, logits_real -0.0177, logits_fake -0.0176,
Train Epoch: [2/5] Iters:[6400/20018] gen_loss 0.2966, rec_loss 0.0360, lpips_loss 0.2029, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.2151, d_loss 0.5004, logits_real -0.0177, logits_fake -0.0176,
Train Epoch: [2/5] Iters:[6410/20018] gen_loss 0.2961, rec_loss 0.0356, lpips_loss 0.2017, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.2325, d_loss 0.5003, logits_real -0.0179, logits_fake -0.0178,
Train Epoch: [2/5] Iters:[6420/20018] gen_loss 0.2945, rec_loss 0.0349, lpips_loss 0.2011, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.2156, d_loss 0.5003, logits_real -0.0181, logits_fake -0.0180,
Train Epoch: [2/5] Iters:[6430/20018] gen_loss 0.2955, rec_loss 0.0349, lpips_loss 0.2020, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1786, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0185,
Train Epoch: [2/5] Iters:[6440/20018] gen_loss 0.2968, rec_loss 0.0348, lpips_loss 0.2028, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.2086, d_loss 0.5003, logits_real -0.0186, logits_fake -0.0186,
Train Epoch: [2/5] Iters:[6450/20018] gen_loss 0.2961, rec_loss 0.0352, lpips_loss 0.2038, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.1295, d_loss 0.5003, logits_real -0.0184, logits_fake -0.0184,
Train Epoch: [2/5] Iters:[6460/20018] gen_loss 0.3004, rec_loss 0.0365, lpips_loss 0.2060, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 3.1959, d_loss 0.5003, logits_real -0.0182, logits_fake -0.0184,
Train Epoch: [2/5] Iters:[6470/20018] gen_loss 0.3014, rec_loss 0.0374, lpips_loss 0.2068, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.1551, d_loss 0.5003, logits_real -0.0182, logits_fake -0.0185,
Train Epoch: [2/5] Iters:[6480/20018] gen_loss 0.3028, rec_loss 0.0376, lpips_loss 0.2074, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.1746, d_loss 0.5003, logits_real -0.0183, logits_fake -0.0184,
Train Epoch: [2/5] Iters:[6490/20018] gen_loss 0.3017, rec_loss 0.0375, lpips_loss 0.2063, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.1723, d_loss 0.5004, logits_real -0.0184, logits_fake -0.0183,
Train Epoch: [2/5] Iters:[6500/20018] gen_loss 0.3010, rec_loss 0.0367, lpips_loss 0.2045, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.2480, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0185,
Train Epoch: [2/5] Iters:[6510/20018] gen_loss 0.2970, rec_loss 0.0359, lpips_loss 0.2035, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.0912, d_loss 0.5004, logits_real -0.0188, logits_fake -0.0186,
Train Epoch: [2/5] Iters:[6520/20018] gen_loss 0.2976, rec_loss 0.0357, lpips_loss 0.2036, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 3.1425, d_loss 0.5003, logits_real -0.0186, logits_fake -0.0185,
Train Epoch: [2/5] Iters:[6530/20018] gen_loss 0.2972, rec_loss 0.0358, lpips_loss 0.2034, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 3.0960, d_loss 0.5003, logits_real -0.0184, logits_fake -0.0187,
Train Epoch: [2/5] Iters:[6540/20018] gen_loss 0.2999, rec_loss 0.0364, lpips_loss 0.2042, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.0952, d_loss 0.5003, logits_real -0.0187, logits_fake -0.0190,
Train Epoch: [2/5] Iters:[6550/20018] gen_loss 0.3025, rec_loss 0.0369, lpips_loss 0.2055, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 3.0348, d_loss 0.5003, logits_real -0.0193, logits_fake -0.0195,
Train Epoch: [2/5] Iters:[6560/20018] gen_loss 0.3028, rec_loss 0.0369, lpips_loss 0.2052, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 3.0400, d_loss 0.5003, logits_real -0.0197, logits_fake -0.0198,
Train Epoch: [2/5] Iters:[6570/20018] gen_loss 0.3027, rec_loss 0.0370, lpips_loss 0.2055, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.9696, d_loss 0.5003, logits_real -0.0200, logits_fake -0.0200,
Train Epoch: [2/5] Iters:[6580/20018] gen_loss 0.3007, rec_loss 0.0362, lpips_loss 0.2034, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.9902, d_loss 0.5004, logits_real -0.0204, logits_fake -0.0203,
Train Epoch: [2/5] Iters:[6590/20018] gen_loss 0.2974, rec_loss 0.0355, lpips_loss 0.2028, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.9323, d_loss 0.5003, logits_real -0.0200, logits_fake -0.0201,
Train Epoch: [2/5] Iters:[6600/20018] gen_loss 0.2965, rec_loss 0.0356, lpips_loss 0.2028, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.9458, d_loss 0.5003, logits_real -0.0196, logits_fake -0.0198,
Train Epoch: [2/5] Iters:[6610/20018] gen_loss 0.2979, rec_loss 0.0354, lpips_loss 0.2022, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.0703, d_loss 0.5003, logits_real -0.0192, logits_fake -0.0195,
Train Epoch: [2/5] Iters:[6620/20018] gen_loss 0.2970, rec_loss 0.0349, lpips_loss 0.2012, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.1052, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0195,
Train Epoch: [2/5] Iters:[6630/20018] gen_loss 0.2991, rec_loss 0.0356, lpips_loss 0.2024, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.1671, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0193,
Train Epoch: [2/5] Iters:[6640/20018] gen_loss 0.3028, rec_loss 0.0367, lpips_loss 0.2033, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 3.2163, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0195,
Train Epoch: [2/5] Iters:[6650/20018] gen_loss 0.3068, rec_loss 0.0367, lpips_loss 0.2037, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 3.3252, d_loss 0.5002, logits_real -0.0194, logits_fake -0.0198,
Train Epoch: [2/5] Iters:[6660/20018] gen_loss 0.3064, rec_loss 0.0371, lpips_loss 0.2039, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.2583, d_loss 0.5002, logits_real -0.0194, logits_fake -0.0200,
Train Epoch: [2/5] Iters:[6670/20018] gen_loss 0.3084, rec_loss 0.0379, lpips_loss 0.2049, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 3.2496, d_loss 0.5003, logits_real -0.0197, logits_fake -0.0201,
Train Epoch: [2/5] Iters:[6680/20018] gen_loss 0.3092, rec_loss 0.0376, lpips_loss 0.2046, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.2448, d_loss 0.5003, logits_real -0.0201, logits_fake -0.0203,
Train Epoch: [2/5] Iters:[6690/20018] gen_loss 0.3064, rec_loss 0.0366, lpips_loss 0.2034, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.2165, d_loss 0.5003, logits_real -0.0201, logits_fake -0.0202,
Train Epoch: [2/5] Iters:[6700/20018] gen_loss 0.3023, rec_loss 0.0365, lpips_loss 0.2027, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.1067, d_loss 0.5003, logits_real -0.0197, logits_fake -0.0201,
Train Epoch: [2/5] Iters:[6710/20018] gen_loss 0.3010, rec_loss 0.0363, lpips_loss 0.2027, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.0680, d_loss 0.5003, logits_real -0.0196, logits_fake -0.0198,
Train Epoch: [2/5] Iters:[6720/20018] gen_loss 0.2974, rec_loss 0.0352, lpips_loss 0.2011, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 3.0244, d_loss 0.5003, logits_real -0.0194, logits_fake -0.0198,
Train Epoch: [2/5] Iters:[6730/20018] gen_loss 0.2963, rec_loss 0.0354, lpips_loss 0.2009, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 3.0292, d_loss 0.5002, logits_real -0.0192, logits_fake -0.0196,
